brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
86501.0,for_sale,575000.0,1.0,1.0,0.02,166015.0,Brooklyn,New York,11201.0,720.0,2013-05-22
92698.0,for_sale,400000.0,3.0,2.0,0.03,782069.0,Bronx,New York,10468.0,1564.0,2018-06-04
92698.0,for_sale,550000.0,4.0,2.0,0.03,781690.0,Bronx,New York,10468.0,1528.0,2018-05-17
52919.0,for_sale,498000.0,8.0,3.0,0.1,1256962.0,Paterson,New Jersey,7514.0,3348.0,2001-09-28
22611.0,for_sale,849900.0,4.0,3.0,0.31,196812.0,Mountain Lakes,New Jersey,7046.0,2428.0,2014-08-07
68656.0,for_sale,549888.0,3.0,2.0,0.04,158329.0,Bronx,New York,10469.0,1360.0,1989-03-15
30914.0,for_sale,1988888.0,3.0,4.0,0.09,202499.0,College Point,New York,11356.0,5340.0,2004-07-02
53641.0,for_sale,445000.0,4.0,2.0,0.17,1369126.0,Hawthorne,New Jersey,7506.0,1660.0,1998-08-13
52919.0,for_sale,1225000.0,4.0,5.0,0.17,590978.0,Rutherford,New Jersey,7070.0,7501.0,2009-11-24
29991.0,for_sale,954000.0,6.0,4.0,0.29,596887.0,West Orange,New Jersey,7052.0,3424.0,2015-11-16
83612.0,for_sale,999999.0,4.0,4.0,0.34,910140.0,Rutherford,New Jersey,7070.0,3150.0,2017-01-06
88180.0,for_sale,1250000.0,1.0,1.0,0.52,957349.0,New York City,New York,10017.0,1077.0,2014-07-08
20088.0,for_sale,999999.0,6.0,4.0,0.07,1631435.0,Bronx,New York,10467.0,3498.0,2017-01-09
16505.0,for_sale,629000.0,1.0,2.0,13.8,595927.0,Verona,New Jersey,7044.0,1235.0,2006-01-10
30768.0,for_sale,1588000.0,5.0,5.0,0.05,1546720.0,Ridgewood,New York,11385.0,3000.0,2000-09-20
23592.0,for_sale,3750000.0,5.0,4.0,0.04,1767505.0,New York City,New York,11215.0,3800.0,1994-08-05
81265.0,for_sale,849000.0,5.0,3.0,0.04,1750485.0,Bronx,New York,10459.0,2280.0,2022-01-26
20808.0,for_sale,719000.0,2.0,3.0,0.05,1528674.0,Brooklyn,New York,11236.0,1023.0,2004-04-22
81836.0,for_sale,939000.0,3.0,1.0,0.05,823193.0,East Elmhurst,New York,11369.0,1462.0,1993-01-21
29797.0,for_sale,2190000.0,6.0,7.0,0.05,1686723.0,Bronx,New York,10459.0,4493.0,2019-05-30
88180.0,for_sale,1150000.0,2.0,2.0,0.25,1143461.0,New York City,New York,10022.0,1113.0,2020-03-12
79925.0,for_sale,549999.0,3.0,2.0,0.36,1668481.0,Parsippany Troy Hills,New Jersey,7054.0,1822.0,2019-08-20
10768.0,for_sale,999000.0,4.0,4.0,0.16,1309640.0,Montclair,New Jersey,7042.0,4200.0,2018-03-20
24209.0,for_sale,589000.0,3.0,2.0,0.05,988918.0,Bronx,New York,10469.0,1530.0,2017-05-08
61958.0,for_sale,2450000.0,6.0,3.0,0.04,986676.0,Brooklyn,New York,11215.0,2104.0,1982-04-01
33714.0,for_sale,950000.0,11.0,6.0,0.06,1426609.0,Bronx,New York,10456.0,3804.0,2008-09-23
82843.0,for_sale,1350000.0,5.0,3.0,0.11,1488889.0,Bronx,New York,10471.0,2463.0,2013-01-09
22022.0,for_sale,1198000.0,5.0,4.0,0.06,1190314.0,Elmhurst,New York,11373.0,1700.0,2001-03-13
23592.0,for_sale,2750000.0,8.0,4.0,0.13,1732364.0,New York City,New York,11218.0,4843.0,1991-06-27
23592.0,for_sale,3950000.0,7.0,5.0,0.05,48698.0,New York City,New York,10027.0,4720.0,1979-01-15
19756.0,for_sale,1780000.0,10.0,8.0,0.05,1396216.0,Corona,New York,11368.0,4310.0,2018-10-31
53641.0,for_sale,900000.0,4.0,3.0,0.3,1223847.0,Ridgewood Village,New Jersey,7450.0,12981.0,1992-07-30
20199.0,for_sale,1200000.0,7.0,5.0,0.04,1039548.0,Bronx,New York,10463.0,2623.0,2020-10-16
26465.0,for_sale,1395000.0,2.0,1.0,0.41,819322.0,New York City,New York,11215.0,1270.0,2005-01-14
75927.0,for_sale,399900.0,3.0,1.0,0.11,847206.0,Little Falls,New Jersey,7424.0,5000.0,2017-05-31
106840.0,for_sale,295000.0,3.0,1.0,0.05,1489942.0,City of Orange Township,New Jersey,7050.0,1264.0,1986-12-18
89016.0,for_sale,1150000.0,9.0,6.0,0.05,424707.0,Bronx,New York,10462.0,4050.0,2007-03-13
89016.0,for_sale,1150000.0,9.0,6.0,0.05,423022.0,Bronx,New York,10462.0,4050.0,2006-10-30
10967.0,for_sale,1150000.0,12.0,5.0,0.04,484012.0,Ridgewood,New York,11385.0,1980.0,2019-06-18
44674.0,for_sale,1299999.0,9.0,4.0,0.03,1649176.0,Brooklyn,New York,11208.0,3000.0,2016-09-29
89016.0,for_sale,1250000.0,9.0,6.0,0.05,902168.0,Bronx,New York,10469.0,2715.0,2006-07-20
23592.0,for_sale,2725000.0,4.0,4.0,0.04,360535.0,New York City,New York,11215.0,1892.0,2012-06-21
53221.0,for_sale,975000.0,5.0,4.0,0.04,1396336.0,Brooklyn,New York,11221.0,2026.0,1999-04-30
22396.0,for_sale,929000.0,5.0,2.0,0.05,1568986.0,Glendale,New York,11385.0,2080.0,2014-10-30
22611.0,for_sale,479900.0,3.0,3.0,0.09,132453.0,Belleville,New Jersey,7109.0,1600.0,2006-07-10
57900.0,for_sale,749000.0,3.0,2.0,0.07,1780560.0,Union City,New Jersey,7087.0,1440.0,2018-03-08
23592.0,for_sale,2499000.0,4.0,4.0,0.03,1130286.0,New York City,New York,11238.0,2400.0,2015-01-20
110122.0,for_sale,284900.0,3.0,2.0,0.11,974451.0,Paterson,New Jersey,7501.0,1362.0,2005-02-09
26070.0,for_sale,499000.0,3.0,4.0,0.11,864991.0,Union Twp,New Jersey,7083.0,2900.0,2014-02-27
37495.0,for_sale,525000.0,6.0,4.0,0.06,1486204.0,Paterson,New Jersey,7522.0,2350.0,2005-03-09
22611.0,for_sale,550000.0,5.0,3.0,0.06,550899.0,Irvington,New Jersey,7111.0,2100.0,2021-12-09
22611.0,for_sale,550000.0,4.0,3.0,0.06,544737.0,Irvington,New Jersey,7111.0,2000.0,2021-02-25
16829.0,for_sale,1750000.0,4.0,4.0,0.24,955541.0,Summit,New Jersey,7901.0,3843.0,2021-10-08
29761.0,for_sale,269900.0,5.0,2.0,0.06,764103.0,Irvington,New Jersey,7111.0,2072.0,2018-05-17
88609.0,for_sale,449999.0,2.0,2.0,0.09,638558.0,Montclair,New Jersey,7042.0,924.0,2006-10-23
67084.0,for_sale,559000.0,5.0,3.0,0.06,979947.0,Newark,New Jersey,7103.0,29997.0,2015-09-10
1385.0,for_sale,295000.0,3.0,2.0,0.06,118572.0,Newark,New Jersey,7106.0,1098.0,2021-06-08
106777.0,for_sale,399900.0,3.0,2.0,0.18,1230118.0,Parsippany Troy Hills Township,New Jersey,7034.0,1850.0,1990-02-28
106836.0,for_sale,499000.0,4.0,3.0,0.16,1417923.0,Haledon,New Jersey,7508.0,1738.0,2012-03-06
22659.0,for_sale,110000.0,4.0,2.0,0.09,972006.0,Paterson,New Jersey,7501.0,3737.0,2004-02-02
7900.0,for_sale,254000.0,1.0,2.0,0.13,128879.0,Rockaway,New Jersey,7866.0,915.0,2016-03-18
71346.0,for_sale,265000.0,2.0,2.0,6.5,1585734.0,Belleville,New Jersey,7109.0,1126.0,2010-06-25
30765.0,for_sale,487000.0,4.0,2.0,0.09,1638344.0,Elizabeth City,New Jersey,7208.0,1526.0,2017-11-08
51567.0,for_sale,325000.0,6.0,2.0,0.06,103635.0,Irvington,New Jersey,7111.0,2922.0,2002-08-02
110122.0,for_sale,699000.0,4.0,4.0,0.32,481848.0,Little Ferry,New Jersey,7643.0,2806.0,1996-08-14
53016.0,for_sale,700000.0,4.0,5.0,0.23,77625.0,South Orange Village Township,New Jersey,7079.0,3200.0,2017-06-19
76952.0,for_sale,429000.0,3.0,2.0,0.14,655677.0,Montclair,New Jersey,7042.0,1175.0,2010-08-09
37495.0,for_sale,549000.0,6.0,5.0,0.06,696582.0,Paterson,New Jersey,7501.0,2170.0,1981-06-17
16837.0,for_sale,275000.0,6.0,4.0,0.07,858784.0,East Orange,New Jersey,7018.0,2599.0,2017-05-25
55748.0,for_sale,449900.0,6.0,2.0,0.08,1761775.0,Passaic,New Jersey,7055.0,1852.0,2007-05-14
110122.0,for_sale,400000.0,3.0,2.0,0.06,473118.0,Kearny,New Jersey,7032.0,1200.0,2013-03-15
16837.0,for_sale,750000.0,6.0,3.0,0.07,26899.0,North Bergen,New Jersey,7047.0,2140.0,1987-11-24
53641.0,for_sale,699000.0,3.0,4.0,0.18,1486240.0,Midland Park,New Jersey,7432.0,2501.0,2006-12-28
106705.0,for_sale,1100000.0,6.0,3.0,0.31,1774445.0,Chatham,New Jersey,7928.0,3300.0,1992-09-22
71477.0,for_sale,650000.0,3.0,2.0,0.04,165542.0,Brooklyn,New York,11203.0,1510.0,2009-06-01
23842.0,for_sale,895000.0,3.0,2.0,0.06,243594.0,Jersey City,New Jersey,7307.0,1828.0,2006-08-09
53512.0,for_sale,1200000.0,3.0,3.0,0.08,1585160.0,Glendale,New York,11385.0,2507.0,2016-02-24
7923.0,for_sale,1195000.0,6.0,6.0,0.05,52521.0,Bronx,New York,10472.0,3258.0,2009-07-02
7923.0,for_sale,1195000.0,6.0,6.0,0.04,30967.0,Bronx,New York,10472.0,3300.0,2009-05-20
7923.0,for_sale,1195000.0,6.0,6.0,0.04,32637.0,Bronx,New York,10472.0,3300.0,2008-12-23
81836.0,for_sale,1350000.0,5.0,3.0,0.05,1011784.0,Jackson Heights,New York,11372.0,2880.0,1993-12-30
60958.0,for_sale,839000.0,3.0,2.0,0.04,1500311.0,Middle Village,New York,11379.0,1188.0,2004-09-14
68192.0,for_sale,1600000.0,14.0,7.0,0.07,958930.0,Bronx,New York,10467.0,6000.0,2018-06-01
78191.0,for_sale,189900.0,5.0,2.0,0.06,90639.0,Irvington,New Jersey,7111.0,2514.0,2017-07-12
30765.0,for_sale,579000.0,6.0,3.0,0.07,1087498.0,Newark,New Jersey,7104.0,29997.0,2017-04-20
70299.0,for_sale,449900.0,7.0,3.0,0.06,719240.0,Paterson,New Jersey,7513.0,2592.0,2009-08-26
79880.0,for_sale,499900.0,3.0,2.0,0.14,697203.0,Elizabeth City,New Jersey,7208.0,1285.0,2015-11-17
78836.0,for_sale,768000.0,4.0,3.0,0.92,1137595.0,Kinnelon,New Jersey,7405.0,3048.0,2008-03-31
48926.0,for_sale,399000.0,2.0,1.0,0.08,599484.0,Montclair,New Jersey,7042.0,1229.0,2008-06-09
106840.0,for_sale,310000.0,6.0,4.0,0.06,259761.0,City of Orange Township,New Jersey,7050.0,1998.0,2018-09-28
15047.0,for_sale,525000.0,5.0,3.0,0.06,1416001.0,Newark,New Jersey,7103.0,3900.0,2021-05-13
15676.0,for_sale,375000.0,8.0,3.0,0.06,1735924.0,Newark,New Jersey,7108.0,2543.0,2017-03-06
80298.0,for_sale,284900.0,4.0,1.0,0.06,107293.0,Newark,New Jersey,7106.0,1329.0,2008-05-01
109198.0,for_sale,549000.0,6.0,3.0,0.06,1568938.0,Newark,New Jersey,7112.0,3000.0,2020-07-28
67144.0,for_sale,399000.0,5.0,3.0,0.1,591092.0,City of Orange Township,New Jersey,7050.0,19998.0,2019-08-14
22611.0,for_sale,869900.0,4.0,3.0,0.55,1499720.0,Roseland,New Jersey,7068.0,3152.0,1999-03-19
67144.0,for_sale,449900.0,3.0,1.0,0.49,1619587.0,Wayne,New Jersey,7470.0,21519.0,2018-10-16
79457.0,for_sale,375000.0,4.0,3.0,0.14,1273675.0,Denville,New Jersey,7834.0,1989.0,1994-12-16
81473.0,for_sale,399999.0,3.0,1.0,0.11,1819579.0,Union Twp,New Jersey,7083.0,1934.0,2022-02-08
91664.0,for_sale,395000.0,3.0,2.0,0.1,1435136.0,Hillside,New Jersey,7205.0,4356.0,2016-12-02
70299.0,for_sale,449500.0,5.0,2.0,0.09,1685700.0,Newark,New Jersey,7106.0,2432.0,2018-07-19
22611.0,for_sale,649000.0,3.0,3.0,0.21,1243514.0,Glen Rock,New Jersey,7452.0,1779.0,2006-07-03
37495.0,for_sale,325000.0,4.0,2.0,0.04,1697862.0,Paterson,New Jersey,7522.0,1565.0,2007-01-17
45949.0,for_sale,489900.0,3.0,3.0,0.11,1416577.0,Maywood,New Jersey,7607.0,1532.0,2019-04-18
70299.0,for_sale,475000.0,5.0,2.0,0.06,1670765.0,Newark,New Jersey,7107.0,19998.0,2011-07-05
8114.0,for_sale,574999.0,8.0,3.0,0.06,1629140.0,Newark,New Jersey,7104.0,2600.0,2016-09-30
22611.0,for_sale,529500.0,4.0,4.0,0.08,57238.0,Paterson,New Jersey,7522.0,2997.0,2019-02-13
106838.0,for_sale,850000.0,4.0,3.0,0.28,1121122.0,West Orange,New Jersey,7052.0,3000.0,2015-11-04
75436.0,for_sale,409900.0,5.0,2.0,0.07,1369562.0,City of Orange Township,New Jersey,7050.0,1590.0,2010-08-04
51479.0,for_sale,369900.0,5.0,2.0,0.11,440665.0,Newark,New Jersey,7112.0,19998.0,2007-04-24
79722.0,for_sale,319900.0,3.0,1.0,0.18,1136994.0,Parsippany Troy Hills Township,New Jersey,7878.0,1135.0,1995-02-13
89092.0,for_sale,335000.0,6.0,2.0,0.06,845224.0,City of Orange Township,New Jersey,7050.0,2000.0,1997-05-14
51477.0,for_sale,459999.0,3.0,2.0,0.19,361324.0,Hanover Twp,New Jersey,7927.0,1862.0,2003-10-03
16419.0,for_sale,485000.0,4.0,2.0,0.11,551056.0,Elmwood Park,New Jersey,7407.0,2400.0,1988-03-10
22611.0,for_sale,535000.0,4.0,3.0,0.3,522032.0,Rockaway,New Jersey,7866.0,2338.0,2000-06-22
30765.0,for_sale,460000.0,6.0,3.0,0.9,1660404.0,Irvington,New Jersey,7111.0,2000.0,2017-12-04
30765.0,for_sale,539999.0,4.0,3.0,0.23,1817683.0,Hillside,New Jersey,7205.0,1923.0,2008-07-21
30143.0,for_sale,240000.0,3.0,1.0,0.02,1793662.0,Newark,New Jersey,7107.0,1237.0,2019-03-26
91664.0,for_sale,599000.0,4.0,3.0,0.07,1118506.0,Newark,New Jersey,7104.0,1620.0,2021-10-18
10768.0,for_sale,1100000.0,5.0,6.0,3.53,1821153.0,West Orange,New Jersey,7052.0,5590.0,1985-04-17
22709.0,for_sale,339900.0,3.0,2.0,0.06,505294.0,Kearny,New Jersey,7032.0,1088.0,1998-03-02
70363.0,for_sale,568000.0,9.0,3.0,0.07,470217.0,Newark,New Jersey,7107.0,3600.0,2019-01-15
22611.0,for_sale,899000.0,4.0,4.0,1.01,1449405.0,Kinnelon,New Jersey,7405.0,3295.0,2010-06-24
34274.0,for_sale,399000.0,2.0,2.0,0.41,7280.0,Verona,New Jersey,7044.0,1620.0,2008-01-08
52983.0,for_sale,1050000.0,4.0,4.0,0.69,1670073.0,Wayne,New Jersey,7470.0,4000.0,2019-05-29
37495.0,for_sale,489000.0,12.0,3.0,0.08,1758443.0,Paterson,New Jersey,7501.0,2610.0,2005-12-05
7286.0,for_sale,149900.0,3.0,1.0,0.06,733488.0,Irvington,New Jersey,7111.0,976.0,2008-01-04
51477.0,for_sale,400000.0,2.0,2.0,0.08,1438067.0,Denville,New Jersey,7834.0,1045.0,2018-11-13
105454.0,for_sale,899000.0,7.0,4.0,1.29,48652.0,Wyckoff,New Jersey,7481.0,6052.0,1994-09-30
15800.0,for_sale,200000.0,3.0,2.0,0.06,1392051.0,Orange,New Jersey,7050.0,1321.0,1973-03-09
81328.0,for_sale,688750.0,5.0,5.0,0.39,562360.0,Parsippany Troy Hills Township,New Jersey,7054.0,6000.0,1988-05-23
30765.0,for_sale,459000.0,3.0,2.0,0.11,597610.0,West Orange,New Jersey,7052.0,1450.0,2021-09-20
30765.0,for_sale,419900.0,6.0,2.0,0.08,1382530.0,Newark,New Jersey,7106.0,1920.0,2019-03-05
16829.0,for_sale,899000.0,3.0,4.0,0.41,1010149.0,Maplewood,New Jersey,7040.0,2648.0,2000-02-16
52983.0,for_sale,559900.0,3.0,3.0,0.09,626245.0,Wayne,New Jersey,7470.0,2075.0,2009-09-24
30765.0,for_sale,425000.0,4.0,2.0,0.06,761771.0,Newark,New Jersey,7104.0,1984.0,2017-08-29
79711.0,for_sale,875000.0,4.0,3.0,1.26,596711.0,Kinnelon,New Jersey,7405.0,3584.0,2019-07-02
22611.0,for_sale,600000.0,7.0,5.0,0.19,1241822.0,City of Orange Township,New Jersey,7050.0,39996.0,2018-01-24
53016.0,for_sale,2150000.0,6.0,6.0,0.92,867542.0,Millburn,New Jersey,7078.0,5786.0,1999-05-07
67881.0,for_sale,534900.0,3.0,1.0,0.12,1567787.0,Summit,New Jersey,7901.0,1500.0,1998-02-26
51479.0,for_sale,664999.0,6.0,3.0,0.26,218195.0,Union Twp,New Jersey,7083.0,19998.0,2005-10-03
10768.0,for_sale,369900.0,4.0,2.0,0.07,505089.0,Irvington,New Jersey,7111.0,19998.0,2019-01-14
15509.0,for_sale,419000.0,3.0,3.0,0.06,330150.0,Rockaway,New Jersey,7866.0,1535.0,2004-09-16
67127.0,for_sale,299000.0,4.0,5.0,0.06,1274106.0,Paterson,New Jersey,7501.0,1600.0,2014-09-04
91664.0,for_sale,549999.0,5.0,4.0,0.18,1314754.0,West Orange,New Jersey,7052.0,2037.0,2018-08-08
53016.0,for_sale,1499000.0,4.0,3.0,0.57,1717396.0,Millburn,New Jersey,7078.0,3041.0,2022-02-22
67144.0,for_sale,749999.0,5.0,6.0,0.43,355855.0,Wayne,New Jersey,7470.0,5063.0,2010-12-07
2013.0,for_sale,400000.0,5.0,3.0,0.06,1301682.0,Newark,New Jersey,7103.0,19998.0,2021-04-09
102701.0,for_sale,440000.0,2.0,2.0,0.11,574211.0,Lodi,New Jersey,7644.0,1300.0,2022-01-07
48542.0,for_sale,535000.0,8.0,3.0,0.13,1739338.0,Paterson,New Jersey,7522.0,3400.0,2020-03-18
81874.0,for_sale,839000.0,6.0,3.0,0.13,573926.0,Rutherford,New Jersey,7070.0,2000.0,1999-04-12
30765.0,for_sale,430000.0,6.0,3.0,0.06,1698478.0,Newark,New Jersey,7108.0,2090.0,2004-02-25
106902.0,for_sale,688000.0,4.0,3.0,0.17,1564273.0,West Orange,New Jersey,7052.0,2348.0,2017-06-06
106710.0,for_sale,399900.0,3.0,2.0,0.13,360646.0,Belleville,New Jersey,7109.0,1077.0,2018-04-30
106810.0,for_sale,2295000.0,5.0,4.0,0.48,955719.0,Millburn,New Jersey,7078.0,4183.0,2018-09-18
106818.0,for_sale,599000.0,4.0,3.0,0.14,386808.0,Dumont,New Jersey,7628.0,1900.0,2012-08-13
106810.0,for_sale,1999000.0,5.0,5.0,0.47,1548888.0,Millburn,New Jersey,7078.0,3765.0,2014-07-10
76951.0,for_sale,799000.0,5.0,2.0,0.33,848478.0,Summit,New Jersey,7901.0,2757.0,1993-11-23
67144.0,for_sale,885000.0,7.0,3.0,0.2,1500215.0,Montclair,New Jersey,7043.0,3576.0,1995-06-29
25230.0,for_sale,1425000.0,7.0,5.0,0.64,331843.0,North Caldwell,New Jersey,7006.0,4371.0,2006-07-31
106810.0,for_sale,2198000.0,5.0,5.0,0.55,322106.0,Millburn,New Jersey,7078.0,4325.0,2002-10-02
104850.0,for_sale,339999.0,2.0,2.0,0.13,988213.0,Rockaway,New Jersey,7866.0,1369.0,2016-08-31
16837.0,for_sale,355000.0,4.0,2.0,0.08,1207303.0,Irvington,New Jersey,7111.0,1448.0,2019-10-08
105454.0,for_sale,849000.0,4.0,3.0,0.42,597338.0,Livingston,New Jersey,7039.0,2741.0,2018-01-12
106829.0,for_sale,579000.0,6.0,3.0,0.14,905357.0,Union Twp,New Jersey,7083.0,1998.0,2015-07-09
53016.0,for_sale,965000.0,4.0,4.0,0.2,1169406.0,Maplewood,New Jersey,7040.0,2309.0,2017-05-16
106841.0,for_sale,445000.0,7.0,3.0,0.06,405197.0,Newark,New Jersey,7107.0,1998.0,2020-05-19
16505.0,for_sale,425000.0,2.0,2.0,13.0,595923.0,Verona,New Jersey,7044.0,1758.0,2013-12-04
16837.0,for_sale,550000.0,3.0,3.0,1.46,86311.0,Lyndhurst,New Jersey,7071.0,1814.0,2002-04-12
79880.0,for_sale,439900.0,4.0,2.0,0.13,862984.0,Saddle Brook,New Jersey,7663.0,1272.0,1997-09-16
106810.0,for_sale,1999000.0,4.0,4.0,0.58,1285537.0,Millburn,New Jersey,7078.0,4002.0,2016-05-06
22611.0,for_sale,365000.0,3.0,1.0,0.2,296263.0,Rockaway,New Jersey,7801.0,1032.0,2011-01-19
103237.0,for_sale,465000.0,9.0,4.0,0.06,1460049.0,Paterson,New Jersey,7514.0,3900.0,1998-07-07
78700.0,for_sale,400000.0,2.0,2.0,10.0,1660842.0,Little Falls,New Jersey,7424.0,1420.0,1997-11-24
79711.0,for_sale,819000.0,5.0,3.0,0.35,114467.0,Wayne,New Jersey,7470.0,2500.0,2011-05-13
16829.0,for_sale,850000.0,4.0,3.0,0.17,1010550.0,Maplewood,New Jersey,7040.0,2768.0,2015-12-16
37495.0,for_sale,500000.0,9.0,3.0,0.06,1629190.0,Paterson,New Jersey,7501.0,2290.0,1986-06-10
106810.0,for_sale,4888000.0,7.0,8.0,0.66,93578.0,Millburn,New Jersey,7078.0,9891.0,2001-09-25
45949.0,for_sale,275000.0,3.0,2.0,0.09,1297483.0,Newark,New Jersey,7106.0,1824.0,1999-03-02
53641.0,for_sale,500000.0,5.0,3.0,0.06,1529731.0,Newark,New Jersey,7107.0,19998.0,2007-11-15
51477.0,for_sale,475000.0,3.0,3.0,0.13,765071.0,Rockaway,New Jersey,7866.0,2326.0,2012-10-25
110122.0,for_sale,399900.0,5.0,2.0,0.09,720214.0,Elizabeth,New Jersey,7208.0,2076.0,2020-08-05
79880.0,for_sale,629000.0,3.0,2.0,0.48,654154.0,Pequannock Township,New Jersey,7440.0,1700.0,2018-07-26
52665.0,for_sale,535000.0,3.0,2.0,0.08,712933.0,Maplewood,New Jersey,7040.0,1358.0,2022-03-07
22611.0,for_sale,524900.0,4.0,2.0,0.22,601154.0,Wayne,New Jersey,7470.0,1901.0,1995-01-26
22611.0,for_sale,525000.0,4.0,2.0,0.17,764150.0,Verona,New Jersey,7044.0,1274.0,2012-09-20
79257.0,for_sale,289900.0,4.0,2.0,0.14,1228778.0,Irvington,New Jersey,7111.0,1922.0,2021-10-05
53641.0,for_sale,350000.0,4.0,3.0,0.06,1118385.0,Haledon,New Jersey,7508.0,1600.0,2021-08-05
106810.0,for_sale,895000.0,3.0,3.0,0.26,1451918.0,South Orange Village Township,New Jersey,7079.0,3484.0,2009-09-30
106810.0,for_sale,1318888.0,5.0,3.0,0.36,1565157.0,Millburn,New Jersey,7078.0,2700.0,2011-11-30
110122.0,for_sale,550000.0,4.0,3.0,0.14,331061.0,Kearny,New Jersey,7032.0,1830.0,2021-03-24
72397.0,for_sale,799000.0,3.0,4.0,0.13,75473.0,Summit,New Jersey,7901.0,2052.0,2013-10-30
79711.0,for_sale,395000.0,2.0,2.0,0.37,1010206.0,Denville,New Jersey,7834.0,1390.0,2009-01-16
105352.0,for_sale,229000.0,5.0,3.0,0.07,209538.0,Irvington,New Jersey,7111.0,2500.0,2019-02-06
46427.0,for_sale,524998.0,7.0,5.0,0.06,1255937.0,Irvington,New Jersey,7106.0,2600.0,2017-12-26
16419.0,for_sale,379000.0,3.0,2.0,0.11,280953.0,Nutley,New Jersey,7110.0,1504.0,2018-07-24
106776.0,for_sale,729999.0,3.0,4.0,0.08,984741.0,Morris Twp,New Jersey,7960.0,2424.0,1994-08-09
22611.0,for_sale,620000.0,2.0,3.0,20.02,1036133.0,Livingston,New Jersey,7039.0,1668.0,2016-09-02
80296.0,for_sale,635000.0,6.0,5.0,0.06,1784909.0,Newark,New Jersey,7112.0,2508.0,2021-04-30
78836.0,for_sale,694800.0,3.0,4.0,0.1,1567032.0,Montville Township,New Jersey,7045.0,2608.0,2017-07-27
15509.0,for_sale,485000.0,4.0,3.0,0.14,821469.0,Denville,New Jersey,7834.0,1384.0,2017-09-01
67144.0,for_sale,799000.0,4.0,5.0,0.22,856105.0,Glen Ridge Boro Township,New Jersey,7028.0,2494.0,1986-02-11
41571.0,for_sale,1350000.0,5.0,5.0,0.14,600209.0,Livingston,New Jersey,7039.0,3800.0,2021-09-16
106705.0,for_sale,1399000.0,4.0,4.0,0.21,918982.0,Chatham,New Jersey,7928.0,2815.0,2016-08-24
51477.0,for_sale,325000.0,2.0,1.0,0.21,1370282.0,Rockaway,New Jersey,7866.0,984.0,1996-01-22
88282.0,for_sale,549999.0,5.0,3.0,0.13,655814.0,Belleville,New Jersey,7109.0,2400.0,1997-12-16
10768.0,for_sale,950000.0,4.0,3.0,0.72,1309270.0,Montville Township,New Jersey,7082.0,3588.0,1996-09-11
22611.0,for_sale,700000.0,4.0,2.0,0.17,1471131.0,Totowa,New Jersey,7512.0,1880.0,2020-10-22
16954.0,for_sale,545000.0,4.0,2.0,0.1,66006.0,Union Twp,New Jersey,7083.0,2200.0,2003-04-14
78573.0,for_sale,599000.0,6.0,4.0,0.23,317507.0,Paterson,New Jersey,7501.0,2208.0,2021-03-18
51477.0,for_sale,575000.0,3.0,2.0,0.12,1407057.0,Denville,New Jersey,7834.0,1804.0,2016-06-06
22611.0,for_sale,679000.0,3.0,2.0,0.15,630978.0,Ridgewood Village,New Jersey,7450.0,1786.0,2006-10-02
106810.0,for_sale,2998000.0,5.0,9.0,0.6,1428096.0,Millburn,New Jersey,7078.0,6292.0,1997-03-24
53641.0,for_sale,699000.0,4.0,3.0,0.12,733366.0,Wallington,New Jersey,7057.0,2332.0,2020-05-12
16398.0,for_sale,1249900.0,5.0,4.0,0.14,1388100.0,Bronx,New York,10471.0,2307.0,2004-10-27
106804.0,for_sale,489000.0,3.0,2.0,1.38,1342534.0,Denville,New Jersey,7834.0,1612.0,2020-05-11
53016.0,for_sale,2495000.0,8.0,9.0,0.92,1585071.0,Millburn,New Jersey,7078.0,7160.0,1998-10-26
22611.0,for_sale,365000.0,5.0,3.0,0.02,1471038.0,Newark,New Jersey,7104.0,29997.0,2014-03-05
16837.0,for_sale,879000.0,5.0,4.0,0.34,14613.0,Montclair,New Jersey,7042.0,2484.0,1999-10-13
22611.0,for_sale,320000.0,2.0,1.0,0.33,1371803.0,Pequannock Township,New Jersey,7444.0,900.0,2005-09-29
48479.0,for_sale,439000.0,3.0,2.0,0.08,1103141.0,Rutherford,New Jersey,7070.0,1324.0,2020-07-08
52983.0,for_sale,649900.0,5.0,4.0,0.57,6724.0,Montville Township,New Jersey,7058.0,3019.0,2004-06-23
52983.0,for_sale,1895000.0,5.0,8.0,2.04,1637354.0,Kinnelon,New Jersey,7405.0,5200.0,2003-12-01
10768.0,for_sale,469000.0,4.0,3.0,0.15,893945.0,Woodland Park,New Jersey,7424.0,1308.0,2021-06-03
57900.0,for_sale,208000.0,1.0,1.0,0.01,1513611.0,Nutley,New Jersey,7110.0,631.0,2015-09-10
106836.0,for_sale,249900.0,1.0,1.0,0.01,440251.0,Hackensack,New Jersey,7601.0,937.0,2004-10-05
52665.0,for_sale,1200000.0,7.0,4.0,0.71,1095018.0,City of Orange Township,New Jersey,7050.0,5168.0,1997-09-08
106710.0,for_sale,499999.0,5.0,2.0,0.17,793581.0,Paterson,New Jersey,7502.0,1998.0,1979-12-10
110122.0,for_sale,579000.0,4.0,2.0,0.15,7409.0,Livingston,New Jersey,7039.0,1457.0,2012-03-16
